node_idx,node_inv,num_fo,lvl,rev_lvl,c1_lvl,c1_fo,c1_inv,c2_lvl,c2_fo,c2_inv
1817,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1818,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1819,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1820,0,2,375,137,374.0,2.0,1.0,2.0,2.0,0.0
1821,1,1,375,137,374.0,2.0,1.0,2.0,2.0,0.0
1822,0,0,376,136,375.0,2.0,0.0,375.0,1.0,1.0
1823,1,2,376,136,1.0,2.0,0.0,375.0,2.0,0.0
1824,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1825,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1826,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1827,0,2,377,135,376.0,2.0,1.0,2.0,2.0,0.0
1828,1,1,377,135,376.0,2.0,1.0,2.0,2.0,0.0
1829,0,0,378,134,377.0,2.0,0.0,377.0,1.0,1.0
1830,1,2,378,134,1.0,2.0,0.0,377.0,2.0,0.0
1831,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1832,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1833,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1834,0,2,379,133,378.0,2.0,1.0,2.0,2.0,0.0
1835,1,1,379,133,378.0,2.0,1.0,2.0,2.0,0.0
1836,0,0,380,132,379.0,2.0,0.0,379.0,1.0,1.0
1837,1,2,380,132,1.0,2.0,0.0,379.0,2.0,0.0
1838,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1839,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1840,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1841,0,2,381,131,380.0,2.0,1.0,2.0,2.0,0.0
1842,1,1,381,131,380.0,2.0,1.0,2.0,2.0,0.0
1843,0,0,382,130,381.0,2.0,0.0,381.0,1.0,1.0
1844,1,2,382,130,1.0,2.0,0.0,381.0,2.0,0.0
1845,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1846,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1847,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1848,0,2,383,129,382.0,2.0,1.0,2.0,2.0,0.0
1849,1,1,383,129,382.0,2.0,1.0,2.0,2.0,0.0
1850,0,0,384,128,383.0,2.0,0.0,383.0,1.0,1.0
1851,1,2,384,128,1.0,2.0,0.0,383.0,2.0,0.0
1852,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1853,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1854,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1855,0,2,385,127,384.0,2.0,1.0,2.0,2.0,0.0
1856,1,1,385,127,384.0,2.0,1.0,2.0,2.0,0.0
1857,0,0,386,126,385.0,2.0,0.0,385.0,1.0,1.0
1858,1,2,386,126,1.0,2.0,0.0,385.0,2.0,0.0
1859,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1860,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1861,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1862,0,2,387,125,386.0,2.0,1.0,2.0,2.0,0.0
1863,1,1,387,125,386.0,2.0,1.0,2.0,2.0,0.0
1864,0,0,388,124,387.0,2.0,0.0,387.0,1.0,1.0
1865,1,2,388,124,1.0,2.0,0.0,387.0,2.0,0.0
1866,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1867,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1868,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1869,0,2,389,123,388.0,2.0,1.0,2.0,2.0,0.0
1870,1,1,389,123,388.0,2.0,1.0,2.0,2.0,0.0
1871,0,0,390,122,389.0,2.0,0.0,389.0,1.0,1.0
1872,1,2,390,122,1.0,2.0,0.0,389.0,2.0,0.0
1873,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1874,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1875,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1876,0,2,391,121,390.0,2.0,1.0,2.0,2.0,0.0
1877,1,1,391,121,390.0,2.0,1.0,2.0,2.0,0.0
1878,0,0,392,120,391.0,2.0,0.0,391.0,1.0,1.0
1879,1,2,392,120,1.0,2.0,0.0,391.0,2.0,0.0
1880,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1881,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1882,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1883,0,2,393,119,392.0,2.0,1.0,2.0,2.0,0.0
1884,1,1,393,119,392.0,2.0,1.0,2.0,2.0,0.0
1885,0,0,394,118,393.0,2.0,0.0,393.0,1.0,1.0
1886,1,2,394,118,1.0,2.0,0.0,393.0,2.0,0.0
1887,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1888,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1889,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1890,0,2,395,117,394.0,2.0,1.0,2.0,2.0,0.0
1891,1,1,395,117,394.0,2.0,1.0,2.0,2.0,0.0
1892,0,0,396,116,395.0,2.0,0.0,395.0,1.0,1.0
1893,1,2,396,116,1.0,2.0,0.0,395.0,2.0,0.0
1894,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1895,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1896,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1897,0,2,397,115,396.0,2.0,1.0,2.0,2.0,0.0
1898,1,1,397,115,396.0,2.0,1.0,2.0,2.0,0.0
1899,0,0,398,114,397.0,2.0,0.0,397.0,1.0,1.0
1900,1,2,398,114,1.0,2.0,0.0,397.0,2.0,0.0
1901,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1902,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1903,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1904,0,2,399,113,398.0,2.0,1.0,2.0,2.0,0.0
1905,1,1,399,113,398.0,2.0,1.0,2.0,2.0,0.0
1906,0,0,400,112,399.0,2.0,0.0,399.0,1.0,1.0
1907,1,2,400,112,1.0,2.0,0.0,399.0,2.0,0.0
1908,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1909,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1910,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1911,0,2,401,111,400.0,2.0,1.0,2.0,2.0,0.0
1912,1,1,401,111,400.0,2.0,1.0,2.0,2.0,0.0
1913,0,0,402,110,401.0,2.0,0.0,401.0,1.0,1.0
1914,1,2,402,110,1.0,2.0,0.0,401.0,2.0,0.0
1915,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1916,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1917,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1918,0,2,403,109,402.0,2.0,1.0,2.0,2.0,0.0
1919,1,1,403,109,402.0,2.0,1.0,2.0,2.0,0.0
1920,0,0,404,108,403.0,2.0,0.0,403.0,1.0,1.0
1921,1,2,404,108,1.0,2.0,0.0,403.0,2.0,0.0
1922,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1923,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1924,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1925,0,2,405,107,404.0,2.0,1.0,2.0,2.0,0.0
1926,1,1,405,107,404.0,2.0,1.0,2.0,2.0,0.0
1927,0,0,406,106,405.0,2.0,0.0,405.0,1.0,1.0
1928,1,2,406,106,1.0,2.0,0.0,405.0,2.0,0.0
1929,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1930,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1931,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1932,0,2,407,105,406.0,2.0,1.0,2.0,2.0,0.0
1933,1,1,407,105,406.0,2.0,1.0,2.0,2.0,0.0
1934,0,0,408,104,407.0,2.0,0.0,407.0,1.0,1.0
1935,1,2,408,104,1.0,2.0,0.0,407.0,2.0,0.0
1936,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1937,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1938,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1939,0,2,409,103,408.0,2.0,1.0,2.0,2.0,0.0
1940,1,1,409,103,408.0,2.0,1.0,2.0,2.0,0.0
1941,0,0,410,102,409.0,2.0,0.0,409.0,1.0,1.0
1942,1,2,410,102,1.0,2.0,0.0,409.0,2.0,0.0
1943,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1944,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1945,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1946,0,2,411,101,410.0,2.0,1.0,2.0,2.0,0.0
1947,1,1,411,101,410.0,2.0,1.0,2.0,2.0,0.0
1948,0,0,412,100,411.0,2.0,0.0,411.0,1.0,1.0
1949,1,2,412,100,1.0,2.0,0.0,411.0,2.0,0.0
1950,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1951,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1952,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1953,0,2,413,99,412.0,2.0,1.0,2.0,2.0,0.0
1954,1,1,413,99,412.0,2.0,1.0,2.0,2.0,0.0
1955,0,0,414,98,413.0,2.0,0.0,413.0,1.0,1.0
1956,1,2,414,98,1.0,2.0,0.0,413.0,2.0,0.0
1957,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1958,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1959,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1960,0,2,415,97,414.0,2.0,1.0,2.0,2.0,0.0
1961,1,1,415,97,414.0,2.0,1.0,2.0,2.0,0.0
1962,0,0,416,96,415.0,2.0,0.0,415.0,1.0,1.0
1963,1,2,416,96,1.0,2.0,0.0,415.0,2.0,0.0
1964,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1965,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1966,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1967,0,2,417,95,416.0,2.0,1.0,2.0,2.0,0.0
1968,1,1,417,95,416.0,2.0,1.0,2.0,2.0,0.0
1969,0,0,418,94,417.0,2.0,0.0,417.0,1.0,1.0
1970,1,2,418,94,1.0,2.0,0.0,417.0,2.0,0.0
1971,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1972,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1973,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1974,0,2,419,93,418.0,2.0,1.0,2.0,2.0,0.0
1975,1,1,419,93,418.0,2.0,1.0,2.0,2.0,0.0
1976,0,0,420,92,419.0,2.0,0.0,419.0,1.0,1.0
1977,1,2,420,92,1.0,2.0,0.0,419.0,2.0,0.0
1978,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1979,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1980,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1981,0,2,421,91,420.0,2.0,1.0,2.0,2.0,0.0
1982,1,1,421,91,420.0,2.0,1.0,2.0,2.0,0.0
1983,0,0,422,90,421.0,2.0,0.0,421.0,1.0,1.0
1984,1,2,422,90,1.0,2.0,0.0,421.0,2.0,0.0
1985,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1986,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1987,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1988,0,2,423,89,422.0,2.0,1.0,2.0,2.0,0.0
1989,1,1,423,89,422.0,2.0,1.0,2.0,2.0,0.0
1990,0,0,424,88,423.0,2.0,0.0,423.0,1.0,1.0
1991,1,2,424,88,1.0,2.0,0.0,423.0,2.0,0.0
1992,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1993,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
1994,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
1995,0,2,425,87,424.0,2.0,1.0,2.0,2.0,0.0
1996,1,1,425,87,424.0,2.0,1.0,2.0,2.0,0.0
1997,0,0,426,86,425.0,2.0,0.0,425.0,1.0,1.0
1998,1,2,426,86,1.0,2.0,0.0,425.0,2.0,0.0
1999,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2000,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2001,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2002,0,2,427,85,426.0,2.0,1.0,2.0,2.0,0.0
2003,1,1,427,85,426.0,2.0,1.0,2.0,2.0,0.0
2004,0,0,428,84,427.0,2.0,0.0,427.0,1.0,1.0
2005,1,2,428,84,1.0,2.0,0.0,427.0,2.0,0.0
2006,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2007,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2008,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2009,0,2,429,83,428.0,2.0,1.0,2.0,2.0,0.0
2010,1,1,429,83,428.0,2.0,1.0,2.0,2.0,0.0
2011,0,0,430,82,429.0,2.0,0.0,429.0,1.0,1.0
2012,1,2,430,82,1.0,2.0,0.0,429.0,2.0,0.0
2013,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2014,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2015,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2016,0,2,431,81,430.0,2.0,1.0,2.0,2.0,0.0
2017,1,1,431,81,430.0,2.0,1.0,2.0,2.0,0.0
2018,0,0,432,80,431.0,2.0,0.0,431.0,1.0,1.0
2019,1,2,432,80,1.0,2.0,0.0,431.0,2.0,0.0
2020,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2021,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2022,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2023,0,2,433,79,432.0,2.0,1.0,2.0,2.0,0.0
2024,1,1,433,79,432.0,2.0,1.0,2.0,2.0,0.0
2025,0,0,434,78,433.0,2.0,0.0,433.0,1.0,1.0
2026,1,2,434,78,1.0,2.0,0.0,433.0,2.0,0.0
2027,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2028,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2029,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2030,0,2,435,77,434.0,2.0,1.0,2.0,2.0,0.0
2031,1,1,435,77,434.0,2.0,1.0,2.0,2.0,0.0
2032,0,0,436,76,435.0,2.0,0.0,435.0,1.0,1.0
2033,1,2,436,76,1.0,2.0,0.0,435.0,2.0,0.0
2034,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2035,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2036,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2037,0,2,437,75,436.0,2.0,1.0,2.0,2.0,0.0
2038,1,1,437,75,436.0,2.0,1.0,2.0,2.0,0.0
2039,0,0,438,74,437.0,2.0,0.0,437.0,1.0,1.0
2040,1,2,438,74,1.0,2.0,0.0,437.0,2.0,0.0
2041,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2042,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2043,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2044,0,2,439,73,438.0,2.0,1.0,2.0,2.0,0.0
2045,1,1,439,73,438.0,2.0,1.0,2.0,2.0,0.0
2046,0,0,440,72,439.0,2.0,0.0,439.0,1.0,1.0
2047,1,2,440,72,1.0,2.0,0.0,439.0,2.0,0.0
2048,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2049,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2050,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2051,0,2,441,71,440.0,2.0,1.0,2.0,2.0,0.0
2052,1,1,441,71,440.0,2.0,1.0,2.0,2.0,0.0
2053,0,0,442,70,441.0,2.0,0.0,441.0,1.0,1.0
2054,1,2,442,70,1.0,2.0,0.0,441.0,2.0,0.0
2055,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2056,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2057,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2058,0,2,443,69,442.0,2.0,1.0,2.0,2.0,0.0
2059,1,1,443,69,442.0,2.0,1.0,2.0,2.0,0.0
2060,0,0,444,68,443.0,2.0,0.0,443.0,1.0,1.0
2061,1,2,444,68,1.0,2.0,0.0,443.0,2.0,0.0
2062,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2063,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2064,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2065,0,2,445,67,444.0,2.0,1.0,2.0,2.0,0.0
2066,1,1,445,67,444.0,2.0,1.0,2.0,2.0,0.0
2067,0,0,446,66,445.0,2.0,0.0,445.0,1.0,1.0
2068,1,2,446,66,1.0,2.0,0.0,445.0,2.0,0.0
2069,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2070,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2071,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2072,0,2,447,65,446.0,2.0,1.0,2.0,2.0,0.0
2073,1,1,447,65,446.0,2.0,1.0,2.0,2.0,0.0
2074,0,0,448,64,447.0,2.0,0.0,447.0,1.0,1.0
2075,1,2,448,64,1.0,2.0,0.0,447.0,2.0,0.0
2076,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2077,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2078,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2079,0,2,449,63,448.0,2.0,1.0,2.0,2.0,0.0
2080,1,1,449,63,448.0,2.0,1.0,2.0,2.0,0.0
2081,0,0,450,62,449.0,2.0,0.0,449.0,1.0,1.0
2082,1,2,450,62,1.0,2.0,0.0,449.0,2.0,0.0
2083,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2084,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2085,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2086,0,2,451,61,450.0,2.0,1.0,2.0,2.0,0.0
2087,1,1,451,61,450.0,2.0,1.0,2.0,2.0,0.0
2088,0,0,452,60,451.0,2.0,0.0,451.0,1.0,1.0
2089,1,2,452,60,1.0,2.0,0.0,451.0,2.0,0.0
2090,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2091,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2092,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2093,0,2,453,59,452.0,2.0,1.0,2.0,2.0,0.0
2094,1,1,453,59,452.0,2.0,1.0,2.0,2.0,0.0
2095,0,0,454,58,453.0,2.0,0.0,453.0,1.0,1.0
2096,1,2,454,58,1.0,2.0,0.0,453.0,2.0,0.0
2097,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2098,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2099,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2100,0,2,455,57,454.0,2.0,1.0,2.0,2.0,0.0
2101,1,1,455,57,454.0,2.0,1.0,2.0,2.0,0.0
2102,0,0,456,56,455.0,2.0,0.0,455.0,1.0,1.0
2103,1,2,456,56,1.0,2.0,0.0,455.0,2.0,0.0
2104,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2105,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2106,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2107,0,2,457,55,456.0,2.0,1.0,2.0,2.0,0.0
2108,1,1,457,55,456.0,2.0,1.0,2.0,2.0,0.0
2109,0,0,458,54,457.0,2.0,0.0,457.0,1.0,1.0
2110,1,2,458,54,1.0,2.0,0.0,457.0,2.0,0.0
2111,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2112,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2113,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2114,0,2,459,53,458.0,2.0,1.0,2.0,2.0,0.0
2115,1,1,459,53,458.0,2.0,1.0,2.0,2.0,0.0
2116,0,0,460,52,459.0,2.0,0.0,459.0,1.0,1.0
2117,1,2,460,52,1.0,2.0,0.0,459.0,2.0,0.0
2118,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2119,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2120,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2121,0,2,461,51,460.0,2.0,1.0,2.0,2.0,0.0
2122,1,1,461,51,460.0,2.0,1.0,2.0,2.0,0.0
2123,0,0,462,50,461.0,2.0,0.0,461.0,1.0,1.0
2124,1,2,462,50,1.0,2.0,0.0,461.0,2.0,0.0
2125,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2126,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2127,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2128,0,2,463,49,462.0,2.0,1.0,2.0,2.0,0.0
2129,1,1,463,49,462.0,2.0,1.0,2.0,2.0,0.0
2130,0,0,464,48,463.0,2.0,0.0,463.0,1.0,1.0
2131,1,2,464,48,1.0,2.0,0.0,463.0,2.0,0.0
2132,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2133,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2134,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2135,0,2,465,47,464.0,2.0,1.0,2.0,2.0,0.0
2136,1,1,465,47,464.0,2.0,1.0,2.0,2.0,0.0
2137,0,0,466,46,465.0,2.0,0.0,465.0,1.0,1.0
2138,1,2,466,46,1.0,2.0,0.0,465.0,2.0,0.0
2139,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2140,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2141,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2142,0,2,467,45,466.0,2.0,1.0,2.0,2.0,0.0
2143,1,1,467,45,466.0,2.0,1.0,2.0,2.0,0.0
2144,0,0,468,44,467.0,2.0,0.0,467.0,1.0,1.0
2145,1,2,468,44,1.0,2.0,0.0,467.0,2.0,0.0
2146,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2147,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2148,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2149,0,2,469,43,468.0,2.0,1.0,2.0,2.0,0.0
2150,1,1,469,43,468.0,2.0,1.0,2.0,2.0,0.0
2151,0,0,470,42,469.0,2.0,0.0,469.0,1.0,1.0
2152,1,2,470,42,1.0,2.0,0.0,469.0,2.0,0.0
2153,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2154,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2155,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2156,0,2,471,41,470.0,2.0,1.0,2.0,2.0,0.0
2157,1,1,471,41,470.0,2.0,1.0,2.0,2.0,0.0
2158,0,0,472,40,471.0,2.0,0.0,471.0,1.0,1.0
2159,1,2,472,40,1.0,2.0,0.0,471.0,2.0,0.0
2160,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2161,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2162,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2163,0,2,473,39,472.0,2.0,1.0,2.0,2.0,0.0
2164,1,1,473,39,472.0,2.0,1.0,2.0,2.0,0.0
2165,0,0,474,38,473.0,2.0,0.0,473.0,1.0,1.0
2166,1,2,474,38,1.0,2.0,0.0,473.0,2.0,0.0
2167,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2168,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2169,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2170,0,2,475,37,474.0,2.0,1.0,2.0,2.0,0.0
2171,1,1,475,37,474.0,2.0,1.0,2.0,2.0,0.0
2172,0,0,476,36,475.0,2.0,0.0,475.0,1.0,1.0
2173,1,2,476,36,1.0,2.0,0.0,475.0,2.0,0.0
2174,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2175,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2176,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2177,0,2,477,35,476.0,2.0,1.0,2.0,2.0,0.0
2178,1,1,477,35,476.0,2.0,1.0,2.0,2.0,0.0
2179,0,0,478,34,477.0,2.0,0.0,477.0,1.0,1.0
2180,1,2,478,34,1.0,2.0,0.0,477.0,2.0,0.0
2181,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2182,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2183,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2184,0,2,479,33,478.0,2.0,1.0,2.0,2.0,0.0
2185,1,1,479,33,478.0,2.0,1.0,2.0,2.0,0.0
2186,0,0,480,32,479.0,2.0,0.0,479.0,1.0,1.0
2187,1,2,480,32,1.0,2.0,0.0,479.0,2.0,0.0
2188,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2189,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2190,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2191,0,2,481,31,480.0,2.0,1.0,2.0,2.0,0.0
2192,1,1,481,31,480.0,2.0,1.0,2.0,2.0,0.0
2193,0,0,482,30,481.0,2.0,0.0,481.0,1.0,1.0
2194,1,2,482,30,1.0,2.0,0.0,481.0,2.0,0.0
2195,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2196,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2197,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2198,0,2,483,29,482.0,2.0,1.0,2.0,2.0,0.0
2199,1,1,483,29,482.0,2.0,1.0,2.0,2.0,0.0
2200,0,0,484,28,483.0,2.0,0.0,483.0,1.0,1.0
2201,1,2,484,28,1.0,2.0,0.0,483.0,2.0,0.0
2202,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2203,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2204,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2205,0,2,485,27,484.0,2.0,1.0,2.0,2.0,0.0
2206,1,1,485,27,484.0,2.0,1.0,2.0,2.0,0.0
2207,0,0,486,26,485.0,2.0,0.0,485.0,1.0,1.0
2208,1,2,486,26,1.0,2.0,0.0,485.0,2.0,0.0
2209,0,2,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2210,1,1,1,511,0.0,2.0,0.0,0.0,2.0,0.0
2211,0,2,2,510,1.0,2.0,0.0,1.0,1.0,1.0
2212,0,2,487,25,486.0,2.0,1.0,2.0,2.0,0.0
2213,1,1,487,25,486.0,2.0,1.0,2.0,2.0,0.0
2214,0,0,488,24,487.0,2.0,0.0,487.0,1.0,1.0
